m_id,sum,count
4131,107,17
4132,59,9
4133,8,1
4134,6,1
4135,14,2
4136,6,1
4137,59,8
4138,8,1
4139,25,3
4140,36,5
4141,13,2
4142,8,1
4143,21,3
4144,30,4
4145,31,4
4146,4,1
4147,21,3
4148,39,11
4149,134,18
4150,6,1
4151,11,2
4152,14,3
4153,7,1
4154,4,1
4155,32,4
4156,6,1
4157,25,5
4158,25,5
4159,9,2
4160,6,1
4161,6,1
4162,20,2
4163,48,6
4164,6,1
4165,36,5
4166,10,1
4167,7,1
4168,6,1
4169,0,0
4170,14,3
4171,11,2
4172,29,4
4173,2,1
4174,16,2
4175,98,13
4176,15,2
4177,4,1
4178,14,2
4179,449,66
4180,86,12
4181,48,7
4182,23,3
4183,386,52
4184,9,4
4185,127,20
4186,1038,131
4187,117,17
4188,26,7
4189,43,7
4190,5,1
4191,6,1
4192,12,2
4193,17,3
4194,7,1
4195,41,5
4196,91,20
4197,12,2
4198,64,9
4199,77,10
4200,20,3
4201,7,1
4202,16,2
4203,13,2
4204,7,1
4205,15,2
4206,21,3
4207,8,1
4208,49,7
4209,498,79
4210,288,39
4211,8,1
4212,8,1
4213,447,59
4214,91,13
4215,11,2
4216,8,1
4217,7,1
4218,22,3
4219,21,5
4220,56,9
4221,165,25
4222,175,26
4223,50,10
4224,12,3
4225,8,1
4226,7,1
4227,7,1
4228,23,3
4229,1,1
4230,9,1
4231,15,2
4232,8,1
4233,5,1
4234,36,6
4235,32,5
4236,26,4
4237,139,21
4238,15,2
4239,7,1
4240,10,1
4241,8,1
4242,6,1
4243,28,4
4244,7,1
4245,11,2
4246,98,13
4247,13,2
4248,26,7
4249,12,2
4250,4,1
4251,9,2
4252,24,4
4253,45,6
4254,98,17
4255,3,1
4256,56,8
4257,45,5
4258,6,1
4259,56,7
4260,19,3
4261,9,3
4262,21,3
4263,39,5
4264,11,2
4265,0,0
4266,236,30
4267,9,1
4268,15,2
4269,19,4
4270,32,5
4271,50,7
4272,11,2
4273,8,1
4274,8,1
4275,61,8
4276,44,7
4277,9,1
4278,8,1
4279,5,1
4280,5,1
4281,38,5
4282,19,3
4283,55,11
4284,5,1
4285,27,4
4286,6,1
4287,15,2
4288,6,1
4289,8,1
4290,14,2
4291,8,1
4292,17,2
4293,7,1
4294,15,2
4295,24,3
4296,8,1
4297,8,1
4298,39,6
4299,4,1
4300,28,4
4301,8,1
4302,10,1
4303,21,3
4304,5,1
4305,7,1
4306,7,1
4307,62,8
4308,23,3
4309,14,2
4310,24,3
4311,15,2
4312,6,1
4313,30,4
4314,13,2
4315,7,1
4316,16,2
4317,8,1
4318,16,2
4319,298,38
4320,16,2
4321,14,2
4322,15,2
4323,10,1
4324,36,6
4325,20,4
4326,7,1
4327,16,3
4328,11,2
4329,13,2
4330,6,1
4331,1,1
4332,26,5
4333,25,4
4334,23,5
4335,10,1
4336,62,9
4337,19,3
4338,4,1
4339,7,1
4340,6,1
4341,74,9
4342,71,10
4343,54,7
4344,8,1
4345,18,3
4346,484,62
4347,529,69
4348,56,10
4349,81,12
4350,56,10
4351,42,8
4352,68,9
4353,120,17
4354,31,8
4355,79,12
4356,99,17
4357,37,6
4358,6,1
4359,6,1
4360,63,8
4361,14,2
4362,146,24
4363,9,2
4364,7,1
4365,7,1
4366,6,1
4367,5,1
4368,7,1
4369,9,1
4370,7,1
4371,4,1
4372,12,2
4373,12,2
4374,6,1
4375,6,1
4376,23,3
4377,15,2
4378,7,1
4379,17,2
4380,28,4
4381,25,3
4382,8,1
4383,9,1
4384,8,1
4385,13,2
4386,5,1
4387,22,3
4388,20,4
4389,51,6
4390,41,6
4391,24,3
4392,8,1
4393,2,1
4394,76,11
4395,8,1
4396,334,46
4397,45,8
4398,64,8
4399,16,4
4400,22,4
4401,17,4
4402,7,1
4403,13,3
4404,4,1
4405,67,10
4406,8,1
4407,97,13
4408,8,1
4409,2,1
4410,65,9
4411,5,1
4412,334,47
4413,26,4
4414,22,3
4415,7,1
4416,32,4
4417,8,1
4418,10,2
4419,12,2
4420,20,3
4421,22,3
4422,1,1
4423,8,2
4424,19,4
4425,94,15
4426,68,13
4427,25,6
4428,34,5
4429,11,2
4430,175,23
4431,73,11
4432,138,21
4433,7,1
4434,45,6
4435,7,1
4436,17,2
4437,8,1
4438,7,1
4439,22,4
4440,7,1
4441,8,1
4442,125,20
4443,99,15
4444,21,3
4445,6,1
4446,16,2
4447,20,3
4448,7,1
4449,125,16
4450,1090,131
4451,26,4
4452,8,1
4453,47,8
4454,72,14
4455,7,1
4456,18,4
4457,161,20
4458,6,1
4459,277,41
4460,43,7
4461,36,6
4462,7,1
4463,42,6
4464,47,7
4465,44,7
4466,30,4
4467,159,20
4468,3,1
4469,11,2
4470,3,1
4471,5,1
4472,53,7
4473,851,110
4474,98,14
4475,13,2
4476,7,1
4477,134,21
4478,254,35
4479,22,4
4480,10,2
4481,22,4
4482,293,39
4483,130,24
4484,6,1
4485,329,48
4486,9,1
4487,43,6
4488,5,1
4489,8,1
4490,32,4
4491,105,13
4492,8,1
4493,8,1
4494,16,2
4495,26,4
4496,8,1
4497,7,1
4498,5,1
4499,10,2
4500,24,3
4501,92,12
4502,53,8
4503,9,1
4504,50,8
4505,22,3
4506,13,2
4507,16,2
4508,32,4
4509,18,2
4510,9,1
4511,5,1
4512,14,2
4513,22,3
4514,8,1
4515,33,6
4516,1,1
4517,12,2
4518,15,2
4519,28,5
4520,12,3
4521,15,2
4522,64,9
4523,37,5
4524,33,5
4525,4,1
4526,16,2
4527,33,4
4528,4,1
4529,4,1
4530,8,1
4531,8,1
4532,7,1
4533,22,4
4534,6,1
4535,22,3
4536,6,1
4537,1,1
4538,14,2
4539,31,4
4540,8,1
4541,14,2
4542,16,2
4543,42,6
4544,29,4
4545,32,4
4546,19,2
4547,7,1
4548,3,1
4549,12,2
4550,7,1
4551,0,0
4552,63,8
4553,20,3
4554,8,1
4555,22,3
4556,10,1
4557,15,2
4558,6,1
4559,7,1
4560,7,1
4561,7,1
4562,7,1
4563,17,3
4564,7,1
4565,7,1
4566,19,3
4567,15,2
4568,35,4
4569,9,1
4570,27,5
4571,18,3
4572,7,1
4573,6,1
4574,8,2
4575,13,2
4576,15,2
4577,28,4
4578,14,2
4579,7,1
4580,6,1
4581,7,1
4582,7,1
4583,7,1
4584,8,1
4585,15,2
4586,22,3
4587,56,7
4588,8,1
4589,14,2
4590,7,1
4591,9,1
4592,9,1
4593,8,1
4594,6,1
4595,4,1
4596,9,1
4597,7,1
4598,53,7
4599,78,9
4600,26,4
4601,42,5
4602,8,1
4603,2,1
4604,5,1
4605,4,1
4606,22,3
4607,5,1
4608,24,3
4609,8,1
4610,32,4
4611,22,3
4612,7,1
4613,16,2
4614,8,1
4615,14,2
4616,9,1
4617,22,3
4618,56,7
4619,3,1
4620,22,3
4621,4,1
4622,6,1
4623,6,1
4624,7,1
4625,7,1
4626,18,3
4627,8,1
4628,7,1
4629,41,5
4630,7,1
4631,78,9
4632,1,1
4633,1,1
4634,9,2
4635,17,2
4636,7,1
4637,8,1
4638,5,1
4639,45,6
4640,35,5
4641,8,1
4642,16,2
4643,46,7
4644,19,3
4645,7,1
4646,6,1
4647,8,1
4648,8,1
4649,7,1
4650,8,1
4651,10,2
4652,49,6
4653,8,1
4654,7,1
4655,16,2
4656,1,1
4657,10,1
4658,8,1
4659,8,1
4660,51,6
4661,25,3
4662,7,1
4663,27,5
4664,17,2
4665,7,1
4666,3,2
4667,7,1
4668,7,1
4669,17,2
4670,8,1
4671,7,1
4672,7,1
4673,16,2
4674,8,1
4675,53,7
4676,23,3
4677,658,92
4678,305,50
4679,22,4
4680,15,2
4681,109,14
4682,728,93
4683,16,3
4684,95,12
4685,152,23
4686,23,5
4687,54,12
4688,5,1
4689,246,37
4690,8,1
4691,6,1
4692,5,1
4693,5,1
4694,2,1
4695,6,1
4696,8,5
4697,6,1
4698,4,1
4699,18,2
4700,7,1
4701,8,1
4702,4,1
4703,8,1
4704,3,1
4705,5,1
4706,2,1
4707,6,1
4708,13,2
4709,7,1
4710,7,1
4711,7,1
4712,7,1
4713,6,1
4714,8,1
4715,351,50
4716,7,1
4717,18,2
4718,6,1
4719,8,2
4720,9,1
4721,22,3
4722,13,2
4723,37,6
4724,1,1
4725,5,1
4726,29,4
4727,6,1
4728,9,2
4729,57,9
4730,9,1
4731,7,1
4732,7,1
4733,8,2
4734,15,3
4735,277,39
4736,312,47
4737,15,2
4738,34,6
4739,5,1
4740,271,38
4741,7,1
4742,8,1
4743,24,3
4744,7,1
4745,6,2
4746,8,1
4747,13,2
4748,10,1
4749,32,4
4750,7,1
4751,8,1
4752,7,1
4753,8,1
4754,13,2
4755,15,2
4756,32,5
4757,13,2
4758,39,5
4759,13,2
4760,10,2
4761,36,6
4762,6,1
4763,258,37
4764,72,11
4765,1,1
4766,50,7
4767,601,79
4768,111,15
4769,77,13
4770,430,57
4771,59,9
4772,426,61
4773,568,75
4774,24,9
4775,7,1
4776,5,2
4777,8,1
4778,18,3
4779,6,1
4780,6,1
4781,6,1
4782,5,1
4783,14,2
4784,4,1
4785,17,2
4786,4,1
4787,16,2
4788,12,2
4789,8,1
4790,0,0
4791,6,1
4792,1,1
4793,6,1
4794,7,1
4795,15,2
4796,73,12
4797,11,2
4798,166,26
4799,356,48
4800,9,1
4801,331,44
4802,13,3
4803,9,1
4804,10,1
4805,235,34
4806,35,7
4807,13,2
4808,96,17
4809,28,7
4810,15,3
4811,40,5
4812,7,2
4813,7,1
4814,21,3
4815,14,3
4816,20,3
4817,6,1
4818,40,7
4819,82,14
4820,16,3
4821,95,18
4822,56,9
4823,40,6
4824,25,5
4825,617,77
4826,8,1
4827,39,6
4828,48,7
4829,3,1
4830,5,1
4831,16,3
4832,61,13
4833,44,6
4834,145,21
4835,10,1
4836,7,2
4837,129,17
4838,7,1
4839,18,3
4840,222,32
4841,6,1
4842,17,2
4843,7,1
4844,7,1
4845,22,3
4846,57,8
4847,8,1
4848,22,3
4849,7,2
4850,11,2
4851,46,10
4852,14,3
4853,292,39
4854,303,38
4855,24,4
4856,7,1
4857,8,1
4858,6,1
4859,210,33
4860,140,19
4861,15,3
4862,959,125
4863,6,1
4864,69,11
4865,50,8
4866,43,6
4867,121,20
4868,231,32
4869,248,38
4870,60,8
4871,12,2
4872,44,10
4873,10,2
4874,8,1
4875,119,16
4876,18,3
4877,176,25
4878,80,14
4879,7,1
4880,4,1
4881,8,2
4882,5,1
4883,26,3
4884,6,1
4885,12,2
4886,8,1
4887,8,1
4888,8,1
4889,9,1
4890,36,4
4891,8,1
4892,15,2
4893,7,1
4894,7,1
4895,27,4
4896,7,1
4897,14,2
4898,8,1
4899,8,1
4900,25,3
4901,18,3
4902,0,0
4903,13,2
4904,8,1
4905,7,1
4906,16,2
4907,10,1
4908,16,2
4909,10,1
4910,7,1
4911,6,1
4912,20,3
4913,7,1
4914,7,1
4915,10,1
4916,8,1
4917,5,1
4918,8,1
4919,7,1
4920,7,1
4921,7,1
4922,9,1
4923,11,2
4924,10,1
4925,27,3
4926,39,5
4927,0,0
4928,1,1
4929,18,2
4930,9,1
4931,4,1
4932,48,6
4933,4,1
4934,10,1
4935,9,1
4936,14,2
4937,30,5
4938,15,2
4939,10,1
4940,19,3
4941,12,2
4942,5,1
4943,14,2
4944,6,1
4945,11,2
4946,8,1
4947,8,1
4948,32,5
4949,15,2
4950,39,5
4951,9,1
4952,6,1
4953,5,1
4954,8,1
4955,8,1
4956,8,1
4957,7,1
4958,25,4
4959,18,2
4960,6,1
4961,10,1
4962,8,1
4963,9,1
4964,5,1
4965,10,1
4966,22,3
4967,7,1
4968,5,1
4969,8,1
4970,7,1
4971,10,1
4972,11,2
4973,19,3
4974,8,1
4975,16,2
4976,6,1
4977,6,1
4978,35,4
4979,7,1
4980,18,3
4981,6,1
4982,13,2
4983,7,1
4984,18,2
4985,27,3
4986,6,1
4987,12,2
4988,17,2
4989,17,2
4990,11,2
4991,6,1
4992,4,1
4993,25,3
4994,23,3
4995,10,1
4996,4,1
4997,4,1
4998,8,1
4999,9,1
5000,17,2
5001,61,9
5002,6,1
5003,12,3
5004,6,1
5005,15,2
5006,15,2
5007,5,1
5008,38,5
5009,16,2
5010,9,3
5011,8,1
5012,7,1
5013,7,1
5014,1,1
5015,9,2
5016,16,2
5017,24,3
5018,9,1
5019,1,1
5020,5,1
5021,38,5
5022,8,1
5023,9,1
5024,3,1
5025,5,1
5026,13,2
5027,6,1
5028,5,2
5029,11,2
5030,109,14
5031,8,1
5032,18,3
5033,4,1
5034,3,1
5035,6,2
5036,7,1
5037,6,1
5038,29,3
5039,11,2
5040,5,1
5041,3,1
5042,6,1
5043,10,1
5044,10,1
5045,5,1
5046,7,1
5047,27,4
5048,16,3
5049,9,2
5050,8,1
5051,6,1
5052,6,1
5053,5,1
5054,38,5
5055,5,1
5056,5,1
5057,7,1
5058,14,2
5059,19,3
5060,9,1
5061,7,1
5062,6,1
5063,7,1
5064,2,1
5065,34,5
5066,8,1
5067,14,2
5068,6,1
5069,3,1
5070,6,1
5071,5,1
5072,4,1
5073,6,1
5074,4,1
5075,9,1
5076,8,1
5077,31,4
5078,8,1
5079,11,2
5080,57,7
5081,3,1
5082,21,3
5083,45,6
5084,10,1
5085,9,1
5086,8,1
5087,8,1
5088,9,1
5089,10,1
5090,15,2
5091,4,1
5092,5,1
5093,9,3
5094,13,2
5095,5,1
5096,5,1
5097,18,3
5098,9,1
5099,15,2
5100,6,1
5101,6,1
5102,10,1
5103,7,1
5104,5,1
5105,3,1
5106,15,2
5107,14,2
5108,1,1
5109,25,4
5110,145,19
5111,11,2
5112,18,2
5113,9,1
5114,7,1
5115,148,20
5116,13,2
5117,6,1
5118,30,4
5119,4,1
5120,7,2
5121,7,1
5122,6,1
5123,3,1
5124,8,1
5125,9,1
5126,60,8
5127,46,6
5128,9,1
5129,6,1
5130,5,1
5131,6,1
5132,31,6
5133,319,39
5134,9,1
5135,6,1
5136,3,1
5137,48,8
5138,28,4
5139,6,2
5140,96,12
5141,6,1
5142,64,8
5143,74,11
5144,86,11
5145,5,1
5146,39,6
5147,27,5
5148,8,1
5149,7,1
5150,5,1
5151,145,19
5152,26,3
5153,23,4
5154,15,2
5155,23,5
5156,78,10
5157,15,2
5158,11,2
5159,19,3
5160,31,4
5161,33,4
5162,32,4
5163,159,22
5164,7,1
5165,400,52
5166,19,2
5167,364,48
5168,366,61
5169,27,3
5170,258,37
5171,247,35
5172,76,12
5173,4,1
5174,23,3
5175,76,11
5176,205,33
5177,14,2
5178,19,3
5179,30,4
5180,6,2
5181,6,1
5182,0,0
5183,40,8
5184,19,3
5185,8,1
5186,5,1
5187,8,1
5188,8,1
5189,5,1
5190,4,1
5191,14,2
5192,12,2
5193,23,3
5194,5,1
5195,4,1
5196,6,1
5197,23,3
5198,7,1
5199,41,10
5200,4,1
5201,43,7
5202,7,1
5203,7,1
5204,47,5
5205,4,1
5206,155,20
5207,51,8
5208,1,1
5209,1,1
5210,28,6
5211,8,2
5212,69,11
5213,17,2
5214,9,2
5215,8,1
5216,2,1
5217,6,1
5218,8,1
5219,6,1
5220,12,2
5221,7,1
5222,285,45
5223,1,1
5224,13,2
5225,243,35
5226,2,1
5227,19,3
5228,7,1
5229,26,4
5230,6,1
5231,6,1
5232,136,19
5233,8,1
5234,8,1
5235,5,1
5236,24,3
5237,8,1
5238,7,1
5239,26,6
5240,38,7
5241,39,8
5242,22,3
5243,61,10
5244,115,19
5245,4,1
5246,6,1
5247,5,1
5248,8,1
5249,0,0
5250,16,3
5251,8,1
5252,7,1
5253,27,4
5254,31,5
5255,7,1
5256,36,8
5257,14,3
5258,17,3
5259,8,1
5260,7,1
5261,0,0
5262,17,2
5263,5,1
5264,4,1
5265,5,1
5266,9,1
5267,5,1
5268,23,3
5269,19,2
5270,25,4
5271,648,84
5272,4,1
5273,43,7
5274,47,8
5275,7,1
5276,7,1
5277,7,1
5278,8,1
5279,5,1
5280,8,1
5281,6,1
5282,17,2
5283,7,1
5284,8,1
5285,6,1
5286,7,1
5287,6,1
5288,27,6
5289,16,2
5290,5,1
5291,3,1
5292,10,1
5293,36,6
5294,48,6
5295,20,5
5296,119,17
5297,22,6
5298,389,50
5299,8,2
5300,5,1
5301,9,1
5302,8,1
5303,5,1
5304,7,1
5305,22,3
5306,7,1
5307,62,9
5308,37,7
5309,20,4
5310,6,1
5311,270,40
5312,5,1
5313,20,3
5314,5,1
5315,56,9
5316,10,1
5317,139,17
5318,43,7
5319,42,7
5320,21,3
5321,387,59
5322,18,2
5323,12,2
5324,896,116
5325,6,1
5326,12,2
5327,5,1
5328,19,3
5329,25,4
5330,59,13
5331,7,1
5332,30,4
5333,3,1
5334,6,1
5335,315,50
5336,6,1
5337,12,3
5338,199,36
5339,23,3
5340,407,58
5341,7,1
5342,30,4
5343,3,1
5344,10,1
5345,208,31
5346,18,3
5347,12,2
5348,6,1
5349,35,6
5350,25,5
5351,16,4
5352,67,10
5353,8,1
5354,6,1
5355,394,50
5356,146,21
5357,9,1
5358,0,0
5359,50,12
5360,12,3
5361,22,3
5362,17,3
5363,24,4
5364,50,7
5365,19,3
5366,6,1
5367,37,5
5368,3,1
5369,5,1
5370,7,1
5371,2,1
5372,8,1
5373,525,74
5374,61,9
5375,10,2
5376,15,2
5377,3,1
5378,105,20
5379,8,1
5380,16,3
5381,90,13
5382,103,16
5383,43,8
5384,50,7
5385,260,35
5386,9,2
5387,68,9
5388,20,3
5389,15,2
5390,7,1
5391,6,1
5392,28,4
5393,43,10
5394,46,8
5395,85,13
5396,116,21
5397,8,1
5398,6,1
5399,5,1
5400,7,1
5401,13,2
5402,35,6
5403,63,11
5404,311,44
5405,67,9
5406,189,27
5407,21,3
5408,33,5
5409,178,23
5410,71,10
5411,4,1
5412,10,2
5413,65,9
5414,285,35
5415,25,3
5416,8,1
5417,5,1
5418,37,4
5419,17,2
5420,5,1
5421,25,4
5422,62,9
5423,7,1
5424,242,34
5425,28,4
5426,28,4
5427,151,20
5428,5,1
5429,57,8
5430,21,5
5431,42,7
5432,24,4
5433,29,5
5434,61,9
5435,73,13
5436,26,5
5437,11,2
5438,33,4
5439,47,7
5440,125,17
5441,32,7
5442,37,5
5443,5,1
5444,6,1
5445,35,6
5446,113,16
5447,26,4
5448,6,1
5449,192,27
5450,9,2
5451,26,4
5452,78,11
5453,542,71
5454,293,39
5455,63,10
5456,27,4
5457,14,2
5458,8,2
5459,31,4
5460,22,3
5461,20,3
5462,7,1
5463,117,17
5464,16,2
5465,272,40
5466,86,12
5467,46,8
5468,11,2
5469,8,1
5470,45,7
5471,9,1
5472,5,1
5473,40,5
5474,160,21
5475,61,9
5476,42,6
5477,17,3
5478,15,4
5479,48,11
5480,22,4
5481,18,3
5482,8,2
5483,8,1
5484,15,2
5485,6,1
5486,32,5
5487,9,1
5488,10,1
5489,6,1
5490,7,1
5491,5,1
5492,38,5
5493,63,11
5494,36,5
5495,15,2
5496,21,3
5497,26,4
5498,99,16
5499,7,1
5500,9,1
5501,5,1
5502,7,1
5503,2,1
5504,20,3
5505,7,1
5506,11,2
5507,38,6
5508,4,1
5509,51,9
5510,9,1
5511,7,1
5512,40,7
5513,14,2
5514,44,8
5515,13,5
5516,6,1
5517,4,1
5518,8,1
5519,24,4
5520,5,3
5521,33,5
5522,50,13
5523,6,1
5524,7,2
5525,54,9
5526,39,6
5527,11,2
5528,148,23
5529,8,1
5530,777,100
5531,290,36
5532,6,1
5533,304,40
5534,26,4
5535,8,2
5536,5,1
5537,4,1
5538,1,1
5539,7,1
5540,37,6
5541,5,2
5542,7,1
5543,8,1
5544,15,2
5545,9,1
5546,6,1
5547,293,38
5548,61,8
5549,38,5
5550,5,1
5551,8,3
5552,13,3
5553,93,12
5554,6,1
5555,9,1
5556,42,6
5557,30,5
5558,61,11
5559,5,1
5560,10,1
5561,26,4
5562,19,2
5563,17,2
5564,9,1
5565,10,1
5566,54,12
5567,84,12
5568,44,6
5569,11,2
5570,5,1
5571,71,12
5572,6,1
5573,30,4
5574,201,28
5575,12,3
5576,58,7
5577,31,6
5578,6,2
5579,13,2
5580,96,14
5581,40,6
5582,23,4
5583,306,49
5584,349,52
5585,57,11
5586,10,1
5587,277,41
5588,12,2
5589,5,1
5590,4,1
5591,23,5
5592,69,14
5593,62,10
5594,137,23
5595,242,34
5596,26,6
5597,101,13
5598,51,9
5599,19,6
5600,83,13
5601,37,5
5602,93,13
5603,5,1
5604,12,3
5605,9,1
5606,4,1
5607,9,2
5608,4,1
5609,154,25
5610,7,1
5611,21,3
5612,5,1
5613,598,77
5614,5,1
5615,217,31
5616,5,1
5617,24,3
5618,2,1
5619,56,9
5620,74,14
5621,27,4
5622,182,28
5623,149,23
5624,32,6
5625,325,44
5626,55,10
5627,349,46
5628,49,9
5629,13,2
5630,96,14
5631,8,1
5632,7,1
5633,17,3
5634,28,4
5635,5,1
5636,17,2
5637,40,5
5638,7,1
5639,18,3
5640,4,1
5641,82,14
5642,5,1
5643,8,1
5644,325,43
5645,97,13
5646,42,6
5647,42,7
5648,8,1
5649,7,1
5650,21,3
5651,10,1
5652,6,1
5653,5,1
5654,8,4
5655,30,4
5656,6,1
5657,32,5
5658,6,1
5659,23,3
5660,5,1
5661,134,18
5662,57,7
5663,8,1
5664,98,14
5665,39,6
5666,6,1
5667,12,2
5668,8,1
5669,137,19
5670,4,1
5671,50,7
5672,16,2
5673,24,4
5674,12,2
5675,5,1
5676,910,107
5677,10,2
5678,34,6
5679,5,1
5680,15,3
5681,11,2
5682,15,2
5683,9,1
5684,11,2
5685,31,4
5686,18,2
5687,159,20
5688,8,1
5689,24,3
5690,505,64
5691,721,90
5692,76,11
5693,9,1
5694,67,11
5695,13,2
5696,13,2
5697,49,7
5698,52,8
5699,11,2
5700,4,1
5701,22,3
5702,18,3
5703,19,4
5704,6,1
5705,8,1
5706,639,81
5707,59,11
5708,132,20
5709,23,3
5710,16,3
5711,154,24
5712,6,1
5713,23,3
5714,10,2
5715,62,9
5716,14,2
5717,399,53
5718,56,12
5719,93,14
5720,6,1
5721,8,1
5722,7,1
5723,32,4
5724,15,2
5725,44,7
5726,31,5
5727,30,4
5728,44,6
5729,12,2
5730,30,4
5731,8,2
5732,6,1
5733,126,17
5734,4,1
5735,10,2
5736,15,2
5737,14,2
5738,6,1
5739,6,1
5740,4,1
5741,50,8
5742,10,2
5743,7,1
5744,50,9
5745,8,1
5746,9,1
5747,16,2
5748,46,6
5749,23,3
5750,9,2
5751,8,2
5752,9,4
5753,10,2
5754,18,3
5755,21,3
5756,2,1
5757,18,2
5758,557,72
5759,9,2
5760,7,1
5761,10,1
5762,19,3
5763,24,4
5764,54,12
5765,57,8
5766,62,10
5767,82,14
5768,12,2
5769,28,4
5770,9,1
5771,7,1
5772,488,61
5773,9,1
5774,8,1
5775,79,14
5776,6,1
5777,13,2
5778,282,38
5779,8,1
5780,6,1
5781,23,5
5782,589,80
5783,4,1
5784,7,1
5785,12,2
5786,17,2
5787,56,7
5788,35,6
5789,22,3
5790,5,1
5791,21,3
5792,13,2
5793,41,5
5794,5,1
5795,193,25
5796,10,2
5797,37,6
5798,5,1
5799,39,6
5800,105,17
5801,3,1
5802,185,27
5803,15,3
5804,78,11
5805,7,1
5806,102,14
5807,14,2
5808,79,11
5809,63,10
5810,13,2
5811,88,12
5812,15,2
5813,16,2
5814,14,3
5815,4,1
5816,264,44
5817,6,1
5818,24,3
5819,8,1
5820,7,1
5821,8,1
5822,68,9
5823,10,2
5824,64,8
5825,29,4
5826,380,52
5827,105,15
5828,151,21
5829,15,2
5830,127,21
5831,71,9
5832,23,4
5833,56,7
5834,15,2
5835,4,1
5836,10,1
5837,26,4
5838,4,1
5839,10,1
5840,16,4
5841,8,1
5842,3,1
5843,1,1
5844,103,20
5845,17,3
5846,46,7
5847,163,26
5848,20,3
5849,16,2
5850,10,1
5851,4,1
5852,104,14
5853,7,1
5854,158,25
5855,26,4
5856,218,32
5857,14,3
5858,66,13
5859,261,39
5860,448,58
5861,76,11
5862,13,2
5863,6,1
5864,15,2
5865,89,11
5866,44,7
5867,245,34
5868,333,46
5869,1,1
5870,13,2
5871,35,5
5872,599,81
5873,8,1
5874,23,3
5875,425,55
5876,7,1
5877,27,5
5878,6,1
5879,17,3
5880,10,2
5881,61,8
5882,13,2
5883,1,1
5884,12,2
5885,19,3
5886,26,4
5887,7,1
5888,7,1
5889,94,12
5890,4,1
5891,8,1
5892,1,1
5893,5,1
5894,167,22
5895,203,25
5896,9,1
5897,5,1
5898,92,13
5899,2,1
5900,7,1
5901,8,1
5902,13,2
5903,21,3
5904,6,1
5905,8,1
5906,16,3
5907,153,19
5908,8,1
5909,37,4
5910,6,1
5911,5,1
5912,6,1
5913,59,10
5914,16,3
5915,26,4
5916,320,41
5917,16,3
5918,30,4
5919,2,1
5920,40,8
5921,61,9
5922,144,21
5923,15,2
5924,11,2
5925,133,17
5926,17,2
5927,57,8
5928,70,11
5929,138,20
5930,3,2
5931,5,1
5932,9,1
5933,92,11
5934,25,3
5935,14,2
5936,8,1
5937,14,3
5938,7,1
5939,32,5
5940,13,2
5941,9,1
5942,86,10
5943,6,1
5944,289,37
5945,63,10
5946,499,64
5947,68,10
5948,7,1
5949,6,1
5950,42,6
5951,67,8
5952,16,2
5953,41,8
5954,12,2
5955,4,1
5956,96,14
5957,125,17
5958,46,7
5959,8,1
5960,112,18
5961,432,62
5962,9,3
5963,6,1
5964,7,1
5965,12,2
5966,62,8
5967,490,65
5968,8,1
5969,26,4
5970,84,13
5971,20,3
5972,6,1
5973,48,6
5974,146,24
5975,232,28
5976,31,6
5977,33,5
5978,6,1
5979,8,1
5980,8,1
5981,8,1
5982,38,5
5983,68,11
5984,132,20
5985,18,2
5986,65,8
5987,181,27
5988,8,1
5989,6,1
5990,8,1
5991,7,1
5992,6,1
5993,59,9
5994,15,3
5995,13,2
5996,7,1
5997,137,18
5998,341,41
5999,15,2
6000,9,1
6001,4,1
6002,108,18
6003,96,14
6004,6,1
6005,41,6
6006,34,5
6007,13,2
6008,53,7
6009,58,10
6010,42,7
6011,8,1
6012,2,1
6013,9,1
6014,92,17
6015,94,13
6016,8,1
6017,55,8
6018,35,4
6019,20,3
6020,5,1
6021,9,1
6022,17,4
6023,17,3
6024,28,4
6025,8,1
6026,15,2
6027,11,2
6028,25,3
6029,6,1
6030,14,2
6031,1263,149
6032,7,1
6033,14,2
6034,5,1
6035,135,18
6036,11,2
6037,5,1
6038,19,4
6039,9,1
6040,14,2
6041,13,2
6042,7,1
6043,7,1
6044,294,39
6045,12,3
6046,5,1
6047,9,1
6048,86,13
6049,8,1
6050,19,3
6051,23,3
6052,7,1
6053,38,5
6054,8,2
6055,7,1
6056,28,3
6057,17,2
6058,7,1
6059,69,11
6060,2,1
6061,3,2
6062,719,94
6063,23,4
6064,6,1
6065,304,42
6066,87,11
6067,44,8
6068,7,1
6069,85,12
6070,8,1
6071,15,2
6072,53,11
6073,19,3
6074,7,1
6075,6,1
6076,372,54
6077,7,1
6078,10,1
6079,7,1
6080,4,1
6081,8,1
6082,8,1
6083,9,1
6084,30,5
6085,222,35
6086,7,1
6087,844,104
6088,139,22
6089,176,29
6090,111,16
6091,9,2
6092,42,6
6093,12,2
6094,24,3
6095,8,1
6096,27,3
6097,1,1
6098,3,1
6099,8,1
6100,83,14
6101,7,1
6102,25,5
6103,14,2
6104,9,2
6105,7,1
6106,5,1
6107,5,1
6108,343,43
6109,5,1
6110,10,1
6111,14,2
6112,199,28
6113,23,4
6114,59,8
6115,5,1
6116,8,1
6117,6,1
6118,14,2
6119,6,1
6120,8,1
6121,37,7
6122,23,4
6123,9,1
6124,99,16
6125,21,3
6126,4,1
6127,228,31
6128,24,3
